Refund_ID,Return_ID,Refund_Date,Refund_Amount,Refund_Status
953070,903070,2025-12-07,321.07,
953071,903071,2024-05-01,7028.19,pending
953072,903072,2024-06-28,7225.48,processed
953073,903073,2025-12-04,1075.9,
953074,903074,2024-05-02,349.8,Processed
953075,903075,2025-01-30,8432.15,
953076,903076,2025-05-14,2185.09,Failed
953077,903077,2025-12-30,4735.6,
953078,903078,2025-07-22,839.01,Pending
953079,903079,2025-05-21,7879.46,
953080,903080,2024-11-06,999999.0,Processed
953081,903081,2024-12-26,1261.81,
953082,903082,2024-10-24,1124.07,
953083,903083,2024-11-04,1944.79,Processed
953084,903084,2025-11-18,3377.77,Failed
953085,903085,2025-12-17,2875.12,Processed
953086,903086,2025-12-10,882.97,pending
953087,903087,2024-09-06,1787.9,
953088,903088,2025-05-13,2279.09,
953089,903089,2024-03-27,1807.44,Failed
953090,903090,2025-09-29,972.39,Pending
953091,903091,2024-08-28,3322.11,Processed
953092,903092,2024-03-09,5275.67,Processed
953093,903093,2025-02-04,3121.32,processed
953094,903094,2024-07-22,12585.92,processed
953095,903095,2025-02-25,28363.03,Processed
953096,903096,2025-01-12,16214.01,Failed
953097,903097,2025-11-10,491.39,Failed
953098,903098,2024-12-01,7095.01,Processed
953099,903099,2024-09-15,3836.26,
953100,903100,2025-01-21,4045.26,
953101,903101,2024-08-18,24407.26,Failed
953102,903102,2025-08-19,6268.62,Pending
953103,903103,2025-03-08,1283.1,Processed
953104,903104,2024-10-08,2538.0,Pending
953105,903105,2025-11-01,282.9,Failed
953106,903106,2025-04-05,5769.38,Failed
953107,903107,2024-12-21,8766.52,pending
953108,903108,2024-01-13,7836.81,
953109,903109,2024-02-07,86.36,pending
953110,903110,2024-10-26,3121.98,Pending
953111,903111,2024-01-29,1229.76,processed
953112,903112,2025-12-12,30443.69,
953113,903113,2024-10-07,7078.12,Pending
953114,903114,2024-02-06,3730.72,Processed
953115,903115,2025-12-03,1378.24,Processed
953116,903116,2025-04-06,3262.81,Pending
953117,903117,2024-01-12,759.52,processed
953118,903118,2025-08-29,6331.01,processed
953119,903119,2024-02-25,19074.99,
953120,903120,2024-03-04,596.8,
953121,903121,2024-02-06,10168.6,processed
953122,903122,2025-05-11,1950.07,pending
953123,903123,2026-01-17,7796.48,processed
953124,903124,2024-09-12,16793.1,pending
953125,903125,2025-03-27,1298.39,Failed
953126,903126,2024-08-03,2576.4,
953127,903127,2025-01-05,3798.58,
953128,903128,2024-01-31,749.2,Processed
953129,903129,2026-01-05,931.17,Failed
953130,903130,2025-11-20,12474.82,Failed
953131,903131,2025-04-30,1209.08,processed
953132,903132,2024-10-22,4557.53,processed
953133,903133,2024-05-05,3235.91,Pending
953134,903134,2025-03-17,973.85,processed
953135,903135,2024-02-05,4417.0,pending
953136,903136,2024-07-05,15699.06,
953137,903137,2025-05-28,5609.48,processed
953138,903138,2024-07-16,1620.29,
953139,903139,2025-01-29,12313.33,pending
953140,903140,2024-02-15,-500.0,pending
953141,903141,2024-02-08,6377.65,Failed
953142,903142,2024-06-13,10618.02,Failed
953143,903143,2024-04-10,22766.74,
953144,903144,2025-02-26,1431.93,
953145,903145,2024-10-20,0.0,Pending
953146,903146,2024-11-26,1258.99,Processed
953147,903147,2025-11-24,1187.45,pending
953148,903148,2025-05-16,664.5,pending
953149,903149,2025-02-03,3688.3,Processed
953150,903150,2025-02-25,352.11,pending
953151,903151,2025-11-02,4308.44,processed
953152,903152,2025-02-21,8179.37,Pending
953153,903153,2024-07-05,768.66,pending
953154,903154,2024-10-27,9953.93,pending
953155,903155,2024-03-07,2989145.28,processed
953156,903156,2024-05-25,5819.81,processed
953157,903157,2024-04-11,4488.58,Failed
953158,903158,2025-06-07,3193.61,Processed
953159,903159,2024-01-22,1484.13,
953160,903160,2025-12-24,5360.94,processed
953161,903161,2025-06-03,1190.6,Failed
953162,903162,2024-01-16,1594.57,Failed
953163,903163,2024-12-01,15144.25,Pending
953164,903164,2025-05-08,1170.49,Processed
953165,903165,2025-03-05,1523.77,Pending
953166,903166,2026-01-11,820.72,Failed
953167,903167,2025-01-19,-500.0,Pending
953168,903168,2025-08-14,5054.39,pending
953169,903169,2024-02-13,0.0,
953170,903170,2024-12-04,633.62,Failed
953171,903171,2024-04-28,9123.18,processed
953172,903172,2024-11-07,13428.18,pending
953173,903173,2025-01-30,6801.94,Failed
953174,903174,2024-01-22,3544.76,Pending
953175,903175,2025-06-03,2394529.26,
953176,903176,2025-07-15,1478.84,pending
953177,903177,2024-04-30,21490.5,pending
953178,903178,2025-01-17,369.27,processed
953179,903179,2024-08-17,3401.67,Pending
953180,903180,2024-04-20,1432.58,Processed
953181,903181,2024-06-20,2868.16,
953182,903182,2025-05-09,7125.16,pending
953183,903183,2025-07-25,286.37,pending
953184,903184,2025-06-20,0.0,Failed
953185,903185,2024-12-28,3624.9,processed
953186,903186,2024-12-06,3579.12,processed
953187,903187,2025-02-21,2974.41,
953188,903188,2024-05-27,595.56,Processed
953189,903189,2024-04-29,742.04,
953190,903190,2025-07-02,3930.07,
953191,903191,2025-08-18,2662.81,Failed
953192,903192,2025-09-15,2252.02,pending
953193,903193,2025-05-05,11171.96,Failed
953194,903194,2024-07-06,305.74,
953195,903195,2024-11-02,4264.37,processed
953196,903196,2024-02-27,1344.87,Failed
953197,903197,2025-05-03,331.58,Processed
953198,903198,2024-05-27,3945.25,Pending
953199,903199,2024-11-30,5268.53,processed
953200,903200,2025-08-31,8548.11,pending
953201,903201,2024-08-04,1482.85,Pending
953202,903202,2024-06-26,2866.23,
953203,903203,2025-03-23,579.1,processed
953204,903204,2024-07-05,4364.39,Pending
953205,903205,2025-11-29,1227.95,Processed
953206,903206,2024-10-07,4428.33,Pending
953207,903207,2025-12-16,22711.24,pending
953208,903208,2024-12-11,1120.01,Pending
953209,903209,2024-05-07,9406.44,processed
953210,903210,2025-07-11,11655.01,
953211,903211,2025-10-06,2250.43,Processed
953212,903212,2025-12-07,1777.02,Processed
953213,903213,2024-10-29,1851.54,Pending
953214,903214,2025-12-22,3924.61,processed
953215,903215,2024-02-11,862.68,pending
953216,903216,2025-11-10,1067.7,
953217,903217,2024-08-17,6763.37,pending
953218,903218,2024-05-25,6101.9,pending
953219,903219,2024-09-13,3957.51,Processed
953220,903220,2024-10-25,17604.04,Failed
953221,903221,2025-04-29,5372.29,Pending
953222,903222,2024-01-26,4928.57,Processed
953223,903223,2024-08-20,4828.6,pending
953224,903224,2025-04-09,1093.61,Pending
953225,903225,2025-09-21,3545.64,
953226,903226,2024-08-01,1834.54,
953227,903227,2024-01-31,1798.1,Failed
953228,903228,2025-05-14,19186.32,pending
953229,903229,2024-03-14,4765.89,Failed
953230,903230,2024-03-24,3680.17,Failed
953231,903231,2024-06-22,4989.09,Pending
953232,903232,2025-09-06,1216.52,Processed
953233,903233,2025-06-20,1952.72,Processed
953234,903234,2024-04-21,24516.54,Pending
953235,903235,2024-02-08,17850.61,Processed
953236,903236,2026-01-07,12929.3,Processed
953237,903237,2025-04-17,2521.88,Pending
953238,903238,2024-02-21,965.44,
953239,903239,2025-04-22,1260.81,Processed
953240,903240,2025-04-07,3052.63,processed
953241,903241,2024-07-01,546.83,
953242,903242,2026-01-10,5477.2,
953243,903243,2024-05-01,4007.28,processed
953244,903244,2024-06-10,6842.9,pending
953245,903245,2025-10-09,4674.48,Processed
953246,903246,2025-07-20,1271.48,pending
953247,903247,2025-11-22,292.0,Failed
953248,903248,2024-12-01,2420.24,processed
953249,903249,2025-08-11,1191.56,pending
953250,903250,2024-03-09,9564.95,
953251,903251,2025-09-11,9041.69,Failed
953252,903252,2024-11-08,820.35,Failed
953253,903253,2024-10-10,7794.78,Processed
953254,903254,2025-05-06,3241.3,pending
953255,903255,2025-05-27,25500.46,
953256,903256,2025-11-12,1026.96,Pending
953257,903257,2024-08-12,2682.21,pending
953258,903258,2025-07-15,1067.68,processed
953259,903259,2025-10-13,12271.11,Pending
953260,903260,2025-04-06,2066.08,processed
953261,903261,2024-11-19,2085.64,Pending
953262,903262,2025-08-30,3001.96,
953263,903263,2024-10-04,4637.5,
953264,903264,2024-08-09,7592.2,processed
953265,903265,2025-06-30,3476.97,processed
953266,903266,2024-11-19,8471.24,Pending
953267,903267,2025-08-24,999999.0,processed
953268,903268,2025-07-16,1467.15,Pending
953269,903269,2024-05-17,2955.82,Failed
953270,903270,2024-10-14,11108.71,Pending
953271,903271,2024-09-27,3323.64,
953272,903272,2024-07-16,12313.56,Processed
953273,903273,2025-02-13,4005.46,pending
953274,903274,2025-09-30,2837.1,Failed
953275,903275,2024-02-07,332.57,pending
953276,903276,2025-09-30,3679.74,processed
953277,903277,2025-11-23,18462.3,pending
953278,903278,2025-05-06,960.31,Pending
953279,903279,2024-12-31,1498.09,
953280,903280,2025-04-27,4087.28,pending
953281,903281,2025-06-24,1408.78,processed
953282,903282,2024-02-17,1794.21,Processed
953283,903283,2025-06-09,7633.51,processed
953284,903284,2025-08-17,6647.66,
953285,903285,2024-04-17,2073.11,pending
953286,903286,2025-08-04,3648.74,pending
953287,903287,2026-01-09,1521.72,
953288,903288,2024-02-27,8020.34,Pending
953289,903289,2024-11-04,1334.65,Failed
953290,903290,2025-03-02,5146.41,
953291,903291,2024-11-30,2863.71,Failed
953292,903292,2024-10-29,1802.29,Processed
953293,903293,2025-10-08,3145.12,Pending
953294,903294,2025-06-01,3879.62,
953295,903295,2024-10-10,20557.87,processed
953296,903296,2024-02-09,15496.19,Failed
953297,903297,2025-04-05,9782.72,processed
953298,903298,2024-04-16,1951.68,pending
953299,903299,2024-08-01,1804.28,
953300,903300,2025-12-30,37892.42,Failed
953301,903301,2025-01-31,7674.79,
953302,903302,2024-03-15,17323.19,Pending
953303,903303,2025-03-19,47302.86,processed
953304,903304,2024-08-27,2436.24,processed
953305,903305,2025-12-25,5121.04,
953306,903306,2025-11-11,5621.24,Pending
953307,903307,2024-07-20,36321.66,Failed
953308,903308,2024-05-05,9789.65,Failed
953309,903309,2025-06-17,1466.69,pending
953310,903310,2025-05-12,3932.92,processed
953311,903311,2025-09-22,6656.38,pending
953312,903312,2024-11-17,7015.64,Failed
953313,903313,2025-05-10,4941.84,Pending
953314,903314,2025-10-20,1709.6,Failed
953315,903315,2025-10-26,0.0,processed
953316,903316,2025-05-25,1027.54,Failed
953317,903317,2025-10-25,1630.82,Processed
953318,903318,2024-12-22,750.62,Failed
953319,903319,2024-09-26,652.01,processed
953320,903320,2024-03-30,9597.7,Pending
953321,903321,2025-02-21,478.7,Pending
953322,903322,2025-08-25,12724.5,Pending
953323,903323,2024-02-29,1657.17,
953324,903324,2024-01-30,731.25,Failed
953325,903325,2024-09-01,5098.54,processed
953326,903326,2024-07-28,44888.71,pending
953327,903327,2025-10-07,4026.14,
953328,903328,2025-08-03,3313.38,processed
953329,903329,2024-06-12,1196.38,Processed
953330,903330,2025-07-25,696.18,pending
953331,903331,2024-02-28,5298.41,
953332,903332,2024-05-06,3581.66,Pending
953333,903333,2025-01-02,1169.4,
953334,903334,2024-12-19,1496.45,Processed
953335,903335,2025-08-08,1768.99,Failed
953336,903336,2025-03-16,1684.84,processed
953337,903337,2024-05-30,8931.74,
953338,903338,2024-08-11,8797.04,Pending
953339,903339,2024-04-12,9707.11,Failed
953340,903340,2025-10-07,8902.2,Pending
953341,903341,2025-02-17,2735.77,Failed
953342,903342,2024-10-08,26995.08,Processed
953343,903343,2025-05-15,4301.88,Pending
953344,903344,2025-08-30,17645.45,pending
953345,903345,2025-09-16,1298.09,Failed
953346,903346,2024-11-08,13271.45,Processed
953347,903347,2024-07-15,3659.6,Pending
953348,903348,2024-03-29,4089.05,pending
953349,903349,2025-04-10,7264.35,
953350,903350,2024-04-02,2185.55,pending
953351,903351,2025-11-14,45662.21,Pending
953352,903352,2024-09-29,3569.24,
953353,903353,2025-05-05,11460.1,pending
953354,903354,2024-12-29,1183.55,
953355,903355,2024-11-06,1084.04,Failed
953356,903356,2024-08-28,7816.98,processed
953357,903357,2024-11-26,814.08,Pending
953358,903358,2025-01-19,26659.03,Failed
953359,903359,2025-11-21,2816.32,pending
953360,903360,2024-10-26,2243.63,pending
953361,903361,2025-08-30,3496.42,Pending
953362,903362,2025-10-28,1016.58,processed
953363,903363,2024-10-29,8997.28,pending
953364,903364,2025-01-19,1643.54,
953365,903365,2025-02-06,5999.84,Failed
953366,903366,2024-11-05,2105.66,Failed
953367,903367,2025-01-16,5897.47,Processed
953368,903368,2025-06-25,604.69,Pending
953369,903369,2025-02-05,3438.71,processed
953370,903370,2024-07-05,4060.52,Failed
953371,903371,2024-09-18,1142.26,Failed
953372,903372,2024-07-28,1009.29,Pending
953373,903373,2025-10-18,15780.23,Pending
953374,903374,2024-12-14,7323.98,
953375,903375,2024-03-14,1132.41,
953376,903376,2024-08-29,8194.78,Pending
953377,903377,2025-08-18,7391.3,
953378,903378,2025-02-18,9621.92,pending
953379,903379,2025-06-18,3761.6,pending
953380,903380,2024-10-28,2456.2,Pending
953381,903381,2025-09-04,2315.55,Pending
953382,903382,2024-03-29,702.2,
953383,903383,2024-05-21,5964.22,pending
953384,903384,2024-06-28,19424.04,Failed
953385,903385,2024-10-20,20208.35,pending
953386,903386,2024-03-22,2406.22,
953387,903387,2024-08-19,2014.53,Pending
953388,903388,2024-05-12,1060.12,processed
953389,903389,2024-07-05,11740.2,pending
953390,903390,2025-10-01,1547.39,Processed
953391,903391,2025-06-21,2758.42,processed
953392,903392,2025-02-14,601.63,Processed
953393,903393,2025-04-22,7790.52,Processed
953394,903394,2024-10-20,7640.31,processed
953395,903395,2024-06-23,5112.71,Processed
953396,903396,2025-12-20,11701.17,Pending
953397,903397,2024-06-25,21628.23,Failed
953398,903398,2024-07-08,12318.99,pending
953399,903399,2024-07-16,1121.05,processed
953400,903400,2025-12-01,24604.26,pending
953401,903401,2025-08-12,33653.75,Pending
953402,903402,2024-09-09,1357.76,pending
953403,903403,2024-03-27,1870.34,Pending
953404,903404,2024-08-03,1009.26,
953405,903405,2025-09-14,9812.88,processed
953406,903406,2024-12-09,1573.2,
953407,903407,2024-08-29,592.76,
953408,903408,2025-10-31,3787.34,processed
953409,903409,2024-04-04,785.01,processed
953410,903410,2024-05-04,4558.68,processed
953411,903411,2024-07-11,987.27,Processed
953412,903412,2025-05-19,331.72,Pending
953413,903413,2024-02-14,1573.26,Processed
953414,903414,2024-05-18,2521.3,
953415,903415,2025-10-01,1887.85,Pending
953416,903416,2025-09-17,1000.5,processed
953417,903417,2025-10-17,1429.91,pending
953418,903418,2026-01-14,2442.71,Failed
953419,903419,2024-06-24,3563.3,processed
953420,903420,2024-04-15,15301.13,Processed
953421,903421,2025-11-02,8861.45,Failed
953422,903422,2024-06-30,11589.69,
953423,903423,2025-01-15,2200.97,pending
953424,903424,2025-01-28,6113.17,
953425,903425,2025-12-11,13967.0,
953426,903426,2024-04-13,11569.96,pending
953427,903427,2025-08-26,9885.36,processed
953428,903428,2025-04-20,8454.3,Pending
953429,903429,2025-09-06,1809.98,pending
953430,903430,2025-01-12,13564.64,processed
953431,903431,2024-08-06,6060.64,pending
953432,903432,2024-04-24,6614.41,Failed
953433,903433,2024-01-27,0.0,Failed
953434,903434,2025-09-12,2377.17,
953435,903435,2024-04-26,0.0,Failed
953436,903436,2024-11-16,6091.41,
953437,903437,2025-03-25,5111.38,Processed
953438,903438,2025-06-07,1581.57,Processed
953439,903439,2024-07-05,5249.45,Processed
953440,903440,2025-02-04,6051.77,
953441,903441,2025-12-11,893.98,Failed
953442,903442,2025-10-12,14474.46,processed
953443,903443,2024-12-14,2803.51,pending
953444,903444,2026-01-05,1636.15,pending
953445,903445,2024-12-18,4559.5,Processed
953446,903446,2024-10-01,4385.82,processed
953447,903447,2025-08-19,0.0,Failed
953448,903448,2025-08-20,8493.44,
953449,903449,2024-04-02,449.68,Pending
953450,903450,2026-01-15,14262.97,Failed
953451,903451,2025-05-26,481.97,processed
953452,903452,2025-06-18,1587.35,Pending
953453,903453,2025-07-08,5399.03,Processed
953454,903454,2025-01-10,4943.19,Pending
953455,903455,2025-07-12,1644.97,processed
953456,903456,2025-10-04,9078.44,pending
953457,903457,2025-11-03,4201.56,Failed
953458,903458,2025-08-01,5599.05,Failed
953459,903459,2025-01-14,2021.64,
953460,903460,2025-10-12,10926.6,Failed
953461,903461,2025-02-08,1884.32,
953462,903462,2025-02-04,3103.13,Failed
953463,903463,2025-12-05,5224.2,
953464,903464,2024-09-12,423.43,pending
953465,903465,2024-02-08,2967.46,pending
953466,903466,2024-06-07,3730.51,Processed
953467,903467,2024-03-29,684.78,Pending
953468,903468,2025-08-15,5240.16,Pending
953469,903469,2024-06-29,410.87,
953470,903470,2025-08-28,0.0,Pending
953471,903471,2025-08-06,11020.24,pending
953472,903472,2024-05-09,0.0,Pending
953473,903473,2024-03-29,312.89,
953474,903474,2025-09-24,5307.71,processed
953475,903475,2025-05-12,3505.67,pending
953476,903476,2025-04-29,21573.98,Processed
953477,903477,2025-12-02,2186.79,Pending
953478,903478,2024-09-19,1681.89,pending
953479,903479,2024-01-04,1641.8,Failed
953480,903480,2024-09-23,2537.39,Failed
953481,903481,2024-03-29,0.0,pending
953482,903482,2025-01-13,2110.86,pending
953483,903483,2025-04-01,7152.7,Processed
953484,903484,2024-11-15,4923.66,pending
953485,903485,2025-09-30,1101.37,Processed
953486,903486,2024-04-24,3091.17,Failed
953487,903487,2024-11-21,1246.08,Failed
953488,903488,2024-02-04,6327.67,processed
953489,903489,2025-06-14,3422.98,processed
953490,903490,2025-06-23,999999.0,
953491,903491,2024-03-09,16981.17,Pending
953492,903492,2025-07-13,11384.39,processed
953493,903493,2024-11-12,3153.82,Failed
953494,903494,2025-08-14,8961.08,
953495,903495,2024-03-05,3487.45,Processed
953496,903496,2025-07-15,7200.38,Failed
953497,903497,2024-08-10,4526.66,Processed
953498,903498,2024-06-22,1422.68,processed
953499,903499,2024-10-22,1206.38,Pending
953500,903500,2025-12-08,1265.48,Pending
953501,903501,2024-08-22,3203.92,Pending
953502,903502,2024-06-04,0.0,Pending
953503,903503,2024-05-10,19392.19,Failed
953504,903504,2024-07-18,3777.01,Failed
953505,903505,2025-11-15,11787.46,processed
953506,903506,2025-02-10,3602526.89,Processed
953507,903507,2024-12-20,6325.1,Failed
953508,903508,2024-04-13,3679.01,Failed
953509,903509,2024-10-07,6695.24,Failed
953510,903510,2025-10-05,7502.48,Processed
953511,903511,2025-10-28,1267.68,Failed
953512,903512,2026-01-20,19422.53,pending
953513,903513,2024-02-20,18250.21,Pending
953514,903514,2025-11-27,498.27,Pending
953515,903515,2025-07-26,594.82,Pending
953516,903516,2024-08-07,1183.84,
953517,903517,2025-08-09,3554.29,processed
953518,903518,2025-01-01,2739.44,Failed
953519,903519,2025-08-29,15909.23,Processed
953520,903520,2024-09-22,4948.17,Failed
953521,903521,2025-08-19,5688.11,pending
953522,903522,2025-03-17,3662.07,Pending
953523,903523,2025-07-08,3277.72,
953524,903524,2024-04-14,1489.75,processed
953525,903525,2024-03-28,1372.13,Processed
953526,903526,2024-04-13,1623.46,Failed
953527,903527,2024-11-03,8491.42,Processed
953528,903528,2025-07-29,21296.89,pending
953529,903529,2025-04-20,7640.15,Failed
953530,903530,2025-02-12,951.5,Pending
953531,903531,2024-05-09,764.23,pending
953532,903532,2024-05-31,5890.69,pending
953533,903533,2025-07-12,1137.91,
953534,903534,2025-04-08,0.0,Pending
953535,903535,2025-06-13,9138.27,Pending
953536,903536,2024-03-29,1583.81,pending
953537,903537,2024-08-12,1468.74,pending
953538,903538,2024-09-01,7055.33,Pending
953539,903539,2026-01-04,6225.29,
953540,903540,2024-10-06,11354.23,Pending
953541,903541,2025-09-15,0.0,Failed
953542,903542,2024-07-16,5207.27,Pending
953543,903543,2025-01-26,1654093.73,pending
953544,903544,2024-04-29,9366.78,Processed
953545,903545,2025-07-05,4474.04,Failed
953546,903546,2025-10-12,339.14,Pending
953547,903547,2025-03-19,2753.69,Pending
953548,903548,2024-10-16,838.18,Processed
953549,903549,2024-09-13,952.63,Failed
953550,903550,2025-01-06,1875.25,
953551,903551,2025-02-17,2347.97,pending
953552,903552,2024-08-30,2806.14,Processed
953553,903553,2025-04-17,4069.12,Pending
953554,903554,2024-12-28,358.82,
953555,903555,2025-04-16,2418.8,Processed
953556,903556,2025-05-14,12546.32,processed
953557,903557,2024-11-29,5457.92,Failed
953558,903558,2024-12-09,12729.32,pending
953559,903559,2025-07-18,1261.91,Processed
953560,903560,2025-06-28,6209.75,Pending
953561,903561,2025-09-09,922.5,Processed
953562,903562,2024-03-01,2120.16,Processed
953563,903563,2025-06-15,2647.74,Failed
953564,903564,2024-08-05,943.22,pending
953565,903565,2024-05-27,4390.81,Processed
953566,903566,2026-01-03,-500.0,processed
953567,903567,2025-09-13,952.86,pending
953568,903568,2025-09-08,13982.16,Pending
953569,903569,2024-05-29,1664.07,Pending
953570,903570,2024-07-19,2820.54,Failed
953571,903571,2025-01-04,740.97,
953572,903572,2025-03-08,512.95,
953573,903573,2024-12-15,2371.17,processed
953574,903574,2025-11-18,17562.84,Failed
953575,903575,2025-11-24,2834.58,Pending
953576,903576,2024-10-16,2000.03,
953577,903577,2025-01-19,2261.65,Processed
953578,903578,2024-01-30,9012.45,pending
953579,903579,2024-06-11,2556.05,Pending
953580,903580,2025-03-04,1345.53,Pending
953581,903581,2025-06-05,6322.13,processed
953582,903582,2025-01-18,4356.31,Pending
953583,903583,2024-10-12,5895.19,processed
953584,903584,2025-10-29,4581.1,Processed
953585,903585,2026-01-17,1328.86,
953586,903586,2025-12-10,2188.33,Processed
953587,903587,2025-01-09,5439.62,
953588,903588,2024-06-16,1466.85,Failed
953589,903589,2025-02-04,8625.07,Failed
953590,903590,2025-05-08,21288.16,
953591,903591,2024-11-02,0.0,processed
953592,903592,2025-11-20,10028.02,processed
953593,903593,2025-03-15,9719.24,
953594,903594,2025-08-24,291.12,Processed
953595,903595,2024-05-06,6359.22,processed
953596,903596,2024-10-16,1276.1,processed
953597,903597,2025-11-26,5292.01,processed
953598,903598,2025-10-23,5353.55,Failed
953599,903599,2025-08-05,2143.27,pending
953600,903600,2024-10-19,634.57,
953601,903601,2024-04-11,1994.14,Pending
953602,903602,2024-10-05,2206.78,Pending
953603,903603,2024-05-19,6974.94,Processed
953604,903604,2024-12-09,9069.47,pending
953605,903605,2025-05-02,529302.82,Failed
953606,903606,2024-04-06,1732.7,processed
953607,903607,2025-01-13,7192.1,
953608,903608,2025-10-13,5375.63,Failed
953609,903609,2025-06-16,9086.94,pending
953610,903610,2025-02-23,0.0,Failed
953611,903611,2025-04-12,20631.19,Processed
953612,903612,2024-07-14,5154.03,
953613,903613,2025-10-23,728.97,processed
953614,903614,2025-10-06,1588.33,Failed
953615,903615,2025-12-07,2024.42,Failed
953616,903616,2025-10-12,23439.09,Processed
953617,903617,2024-06-28,2357.05,Processed
953618,903618,2024-02-28,4689.77,Pending
953619,903619,2024-12-14,9418.02,Pending
953620,903620,2025-07-30,3818.45,Failed
953621,903621,2025-06-10,496.19,Pending
953622,903622,2025-01-03,0.0,Failed
953623,903623,2024-12-02,5461.77,Processed
953624,903624,2025-01-14,1180.21,Pending
953625,903625,2025-06-09,8375.8,Failed
953626,903626,2024-06-02,5300.53,Failed
953627,903627,2024-06-23,25895.84,
953628,903628,2024-03-18,4378.8,pending
953629,903629,2024-07-12,5226.83,Pending
953630,903630,2025-07-25,1285.13,pending
953631,903631,2024-08-28,5870.54,processed
953632,903632,2024-12-20,7664.62,
953633,903633,2025-10-11,6926.67,
953634,903634,2024-02-27,6792.91,Pending
953635,903635,2025-06-24,4782.24,Processed
953636,903636,2025-01-21,0.0,
953637,903637,2024-03-09,1086.53,processed
953638,903638,2025-09-30,1731.9,processed
953639,903639,2024-07-02,433.66,processed
953640,903640,2025-09-21,1713.88,Failed
953641,903641,2026-01-09,2679.28,pending
953642,903642,2026-01-09,4550.34,
953643,903643,2025-01-01,4212.81,pending
953644,903644,2024-04-30,1609.79,Processed
953645,903645,2024-04-22,851.03,
953646,903646,2024-03-22,4341.86,Pending
953647,903647,2024-08-18,19152.0,Pending
953648,903648,2024-01-31,2064.6,Pending
953649,903649,2025-08-16,6767.25,Pending
953650,903650,2025-05-06,2112.58,processed
953651,903651,2025-10-15,11931.78,Pending
953652,903652,2025-10-05,999999.0,Failed
953653,903653,2025-08-09,1234.3,pending
953654,903654,2024-07-04,3163.29,processed
953655,903655,2025-02-21,0.0,
953656,903656,2024-10-20,682.77,processed
953657,903657,2025-06-27,3249.73,
953658,903658,2025-01-18,9002.23,
953659,903659,2024-11-06,9545.47,
953660,903660,2025-07-09,2172.01,
953661,903661,2024-11-22,1177.77,Failed
953662,903662,2025-12-06,480.1,processed
953663,903663,2025-09-21,6620.46,Processed
953664,903664,2025-12-12,7419.58,Failed
953665,903665,2025-08-29,812.22,Failed
953666,903666,2024-05-06,21730.93,
953667,903667,2024-06-05,2849.21,processed
953668,903668,2025-10-01,553.73,processed
953669,903669,2024-05-20,7723.58,processed
953670,903670,2025-05-28,848.18,pending
953671,903671,2024-04-13,7716.9,Pending
953672,903672,2025-06-14,1605.52,pending
953673,903673,2025-01-15,2147.65,Processed
953674,903674,2024-01-21,1487.91,Processed
953675,903675,2024-07-02,11760.6,pending
953676,903676,2025-12-29,618.66,Processed
953677,903677,2025-08-22,9782.46,Processed
953678,903678,2025-07-16,1582.04,processed
953679,903679,2024-12-24,5695.5,pending
953680,903680,2024-06-30,1380.09,
953681,903681,2025-09-13,247.58,Processed
953682,903682,2024-06-06,0.0,Pending
953683,903683,2025-02-05,1959.47,Processed
953684,903684,2024-12-04,1528.55,pending
953685,903685,2024-10-05,0.0,
953686,903686,2024-07-29,26791.6,processed
953687,903687,2024-04-20,3064.62,Failed
953688,903688,2024-08-24,40223.7,
953689,903689,2024-09-01,7754.8,Failed
953690,903690,2024-12-31,0.0,processed
953691,903691,2025-02-10,1264.43,Failed
953692,903692,2025-09-01,500000.0,pending
953693,903693,2024-10-29,5934.3,pending
953694,903694,2024-11-07,2182.64,Failed
953695,903695,2025-04-21,6365.39,pending
953696,903696,2026-01-01,1873.96,Pending
953697,903697,2025-03-14,4340.19,Failed
953698,903698,2024-07-07,321.91,processed
953699,903699,2025-03-31,2611.37,
953700,903700,2024-11-17,569.7,Pending
953701,903701,2024-09-16,3243.11,Pending
953702,903702,2025-02-25,2448.95,Failed
953703,903703,2025-10-31,4434.42,
953704,903704,2025-04-25,13753.81,pending
953705,903705,2024-10-05,5009.49,Processed
953706,903706,2025-04-19,224.88,Failed
953707,903707,2025-02-03,3721.12,Processed
953708,903708,2024-11-04,1414.09,Pending
953709,903709,2024-07-07,1137.53,Processed
953710,903710,2025-11-20,7461.93,pending
953711,903711,2024-12-26,1248.51,Processed
953712,903712,2024-07-25,0.0,Failed
953713,903713,2025-03-25,945.51,processed
953714,903714,2024-10-25,3987.7,processed
953715,903715,2024-12-17,1962.2,Pending
953716,903716,2025-11-23,11044.59,pending
953717,903717,2024-03-09,11541.62,Failed
953718,903718,2025-04-30,13128.21,
953719,903719,2024-10-30,2252.87,processed
953720,903720,2024-11-21,814.84,pending
953721,903721,2025-04-06,3498.3,Processed
953722,903722,2025-03-12,3772.37,Processed
953723,903723,2025-10-08,3193.33,
953724,903724,2025-04-18,586.76,processed
953725,903725,2025-11-08,3448.7,processed
953726,903726,2024-10-17,14543.91,Failed
953727,903727,2024-09-08,2193.72,Failed
953728,903728,2024-10-28,3582.13,Failed
953729,903729,2025-10-15,3107.81,Processed
953730,903730,2025-09-13,1329.22,Pending
953731,903731,2024-12-09,6566.87,Failed
953732,903732,2024-06-08,1528.11,Failed
953733,903733,2024-05-02,3710.21,processed
953734,903734,2024-02-26,839.23,
