Return_ID,Order_ID,Return_Date,Return_Reason,Return_Status,Refund_Method,Refund_Amount
903821,714871,2024-02-01,Wrong Item,,,3319.39
903822,700628,2024-07-25,Changed Mind,Requested,UPI,3926.01
903823,703633,2025-01-16,Size Issue,Completed,Store Credit,1551.52
903824,713173,2026-01-02,Changed Mind,Completed,original payment,9560.71
903825,700659,2025-10-01,size issue,approved,UPI,0.0
903826,711830,2025-11-06,Damaged,Requested,,8698.54
903827,700170,2024-06-25,Damaged,Requested,,4279.33
903828,714182,2024-07-13,Not as Expected,approved,Bank Transfer,6867.38
903829,714217,2024-03-22,Size Issue,,original payment,2082.66
903830,700494,2025-08-13,Not as Expected,Completed,Original Payment,2552.41
903831,702192,2024-01-05,size issue,Requested,UPI,0.0
903832,702524,2026-01-18,Duplicate Order,requested,Store Credit,2306.27
903833,704788,2025-10-20,Duplicate Order,Approved,,492.97
903834,704640,2025-02-02,Changed Mind,Requested,original payment,2983.57
903835,702537,2025-12-14,Changed Mind,,,2871.32
903836,719932,2024-03-20,Changed Mind,approved,Store Credit,3040.28
903837,701997,2025-10-11,Damaged,,UPI,4389.69
903838,715101,2025-08-13,Damaged,Approved,original payment,3139.09
903839,703782,2024-09-23,,requested,Bank Transfer,999999.0
903840,702709,2026-01-18,damaged,approved,Bank Transfer,3497.31
903841,710698,2026-01-02,Damaged,Approved,,1361.65
903842,709717,2024-11-10,Wrong Item,Requested,Bank Transfer,4745.62
903843,718321,2025-01-11,damaged,Approved,original payment,390.32
903844,719990,2025-03-04,Changed Mind,Approved,,3494.99
903845,703206,2025-07-30,Quality Issue,Requested,Bank Transfer,1503.99
903846,707352,2024-07-22,Late Delivery,Completed,UPI,4280.81
903847,709105,2024-04-25,Changed Mind,Completed,Bank Transfer,773.61
903848,716315,2024-08-07,damaged,Rejected,original payment,3718.73
903849,703318,2025-07-12,Size Issue,requested,UPI,1832.71
903850,715751,2025-07-19,Late Delivery,,Store Credit,7958.49
903851,712832,2024-09-21,damaged,Approved,UPI,8318.69
903852,707738,2024-10-27,Not as Expected,approved,,2198.54
903853,719346,2025-01-08,size issue,Approved,original payment,3703.26
903854,718721,2025-06-27,Wrong Item,requested,Original Payment,2676.08
903855,715566,2025-06-13,Wrong Item,requested,UPI,2525.07
903856,703405,2024-12-13,Late Delivery,Rejected,original payment,1422.82
903857,707601,2024-05-07,Quality Issue,Completed,original payment,6867.71
903858,710415,2025-05-11,Not as Expected,Rejected,Bank Transfer,7420.63
903859,713075,2024-05-06,size issue,Requested,Store Credit,1643.87
903860,702274,2024-12-10,damaged,,Bank Transfer,5937.29
903861,706481,2025-05-19,Wrong Item,Rejected,UPI,4684.26
903862,705933,2024-08-06,size issue,approved,Original Payment,0.0
903863,712587,2025-11-04,Size Issue,Requested,Store Credit,26072.8
903864,704814,2024-12-29,size issue,requested,original payment,5131.36
903865,709385,2025-04-24,Not as Expected,approved,UPI,8126.19
903866,702396,2024-08-22,Changed Mind,requested,,1911.81
903867,714535,2024-08-30,Damaged,Completed,,1596.4
903868,715721,2024-03-08,Quality Issue,requested,UPI,374.24
903869,703189,2024-09-01,,Requested,Store Credit,18874.49
903870,718401,2025-03-12,Changed Mind,requested,UPI,6279.24
903871,710907,2025-08-04,Duplicate Order,approved,,1588.42
903872,718452,2024-12-30,size issue,Rejected,Original Payment,553.84
903873,719832,2024-03-31,Duplicate Order,Requested,,4314.77
903874,706629,2025-05-19,Not as Expected,approved,Bank Transfer,5106.31
903875,712046,2024-05-21,size issue,Completed,,4183.24
903876,718598,2025-10-17,Size Issue,Requested,UPI,2445.04
903877,705672,2025-02-24,damaged,Completed,UPI,46953.69
903878,701445,2024-10-30,Not as Expected,approved,,3886.34
903879,706742,2024-04-07,Size Issue,Completed,UPI,3657.05
903880,701665,2025-06-23,Changed Mind,Completed,UPI,938.92
903881,718413,2024-01-19,Not as Expected,Approved,,4448.48
903882,716696,2025-10-13,Quality Issue,Requested,UPI,4205.07
903883,713502,2024-10-23,Changed Mind,Approved,Store Credit,3192.87
903884,705524,2025-04-26,size issue,approved,Original Payment,875.96
903885,700290,2025-04-18,Duplicate Order,Approved,Original Payment,6654.81
903886,707178,2025-10-29,Quality Issue,Rejected,,1692.91
903887,709583,2025-09-18,damaged,Requested,original payment,6244.1
903888,708037,2025-04-11,Quality Issue,,original payment,282.75
903889,702677,2025-03-19,Wrong Item,Requested,Store Credit,10798.48
903890,712063,2024-10-29,Changed Mind,Rejected,UPI,15996.37
903891,706821,2024-07-29,size issue,Approved,Original Payment,1734.89
903892,717689,2024-08-27,Damaged,Requested,Store Credit,1126.56
903893,715452,2025-08-06,damaged,Rejected,UPI,762.98
903894,700706,2025-06-09,Changed Mind,Approved,UPI,2815.31
903895,713385,2024-10-06,Late Delivery,Requested,Bank Transfer,0.0
903896,706827,2025-05-13,Quality Issue,Completed,Original Payment,6511.04
903897,701138,2025-05-29,Damaged,,original payment,11167.91
903898,703539,2025-08-05,Size Issue,Rejected,Original Payment,11028.64
903899,716606,2024-05-05,,Approved,Store Credit,4782.84
903900,718105,2025-07-28,Quality Issue,,,3024.34
903901,703044,2024-07-26,Duplicate Order,Rejected,Original Payment,2578.68
903902,708811,2024-02-05,Late Delivery,Approved,,17211.35
903903,703449,2024-12-16,Late Delivery,Requested,,9262.5
903904,705754,2025-07-17,,Requested,original payment,1279.44
903905,703882,2024-02-20,Size Issue,requested,UPI,1211.55
903906,718654,2025-04-30,Size Issue,Completed,UPI,21380.61
903907,715292,2025-11-13,,Rejected,,3940.44
903908,701782,2024-03-29,Quality Issue,Completed,Original Payment,998.7
903909,706820,2024-09-20,,approved,Store Credit,10779.75
903910,709913,2024-05-20,Late Delivery,requested,original payment,1965.04
903911,703900,2024-08-25,Not as Expected,Rejected,UPI,9861.07
903912,713774,2024-05-31,,requested,Bank Transfer,1452.43
903913,707135,2025-02-01,damaged,Approved,,3193.99
903914,703564,2024-10-18,damaged,Requested,Bank Transfer,772.66
903915,704006,2025-11-16,Wrong Item,Requested,UPI,25883.69
903916,713702,2025-09-29,Late Delivery,,Original Payment,6598.26
903917,719427,2025-08-09,Quality Issue,Approved,Original Payment,2401.97
903918,700361,2024-08-05,damaged,Rejected,Store Credit,1785.93
903919,709735,2025-01-05,Changed Mind,requested,UPI,1180.51
903920,709530,2025-04-01,Late Delivery,Requested,original payment,1183.88
903921,705031,2024-03-24,Not as Expected,Rejected,Original Payment,585.05
903922,717318,2024-08-27,Duplicate Order,,Original Payment,980.61
903923,700705,2024-05-31,damaged,Approved,original payment,1424.47
903924,704199,2026-01-08,Damaged,approved,original payment,546.66
903925,702920,2025-06-10,Wrong Item,approved,UPI,772.32
903926,713554,2025-08-24,Wrong Item,approved,UPI,1940.89
903927,714622,2024-10-25,Damaged,requested,Store Credit,12636.67
903928,701736,2024-09-15,Damaged,Completed,UPI,1947.58
903929,712377,2024-02-27,,requested,Original Payment,427.14
903930,714662,2024-12-25,Quality Issue,Completed,,2458.72
903931,708304,2025-05-22,size issue,,Bank Transfer,738.43
903932,704798,2025-02-19,Not as Expected,Completed,Original Payment,3439.96
903933,716889,2024-07-27,Size Issue,Approved,UPI,4991.46
903934,717856,2024-10-20,Changed Mind,approved,original payment,1210.39
903935,717862,2024-05-23,,Approved,original payment,1032.4
903936,711276,2024-09-22,Size Issue,Requested,Bank Transfer,2160.27
903937,717517,2024-05-19,damaged,Requested,Bank Transfer,4582.51
903938,718258,2025-02-28,Size Issue,Completed,UPI,4911.92
903939,711626,2024-08-27,size issue,Requested,Store Credit,463.79
903940,707245,2025-08-08,size issue,Rejected,,13838.93
903941,706190,2025-03-21,Changed Mind,Completed,UPI,785.14
903942,702088,2024-09-21,Size Issue,Rejected,Original Payment,8074.06
903943,708266,2025-08-10,Wrong Item,Rejected,Original Payment,12197.92
903944,700236,2025-07-27,damaged,requested,original payment,1629.04
903945,700208,2024-02-10,,requested,,865.53
903946,706790,2025-04-18,size issue,,UPI,5998.19
903947,701268,2024-06-28,Duplicate Order,Completed,Bank Transfer,1408.78
903948,719150,2024-09-08,Damaged,Requested,Original Payment,6993.05
903949,708679,2024-04-01,Size Issue,Approved,original payment,2361.66
903950,715404,2024-12-14,Quality Issue,approved,Bank Transfer,2585.74
903951,700683,2024-01-26,Changed Mind,approved,Original Payment,2936.9
903952,718580,2024-07-11,damaged,approved,Original Payment,11376.94
903953,700161,2024-03-26,Size Issue,Requested,Bank Transfer,3245.4
903954,712705,2025-05-27,,approved,UPI,4692.34
903955,711874,2025-02-08,,Completed,,0.0
903956,703670,2024-11-19,Duplicate Order,requested,original payment,9779.56
903957,715832,2024-10-06,Wrong Item,approved,UPI,16880.17
903958,703012,2025-08-26,Damaged,Completed,Store Credit,1246.48
903959,706325,2024-07-17,Size Issue,,UPI,4987.02
903960,708323,2025-05-02,Size Issue,Rejected,Bank Transfer,5280.89
903961,711224,2026-01-19,Not as Expected,Completed,original payment,1059.8
903962,708744,2025-08-09,Size Issue,Approved,,4212.29
903963,704080,2024-02-15,Duplicate Order,approved,,4918.03
903964,701164,2024-08-06,Not as Expected,Requested,UPI,0.0
903965,713352,2025-10-16,Late Delivery,Rejected,,1332.77
903966,704180,2024-03-10,Damaged,Completed,original payment,2646.14
903967,701072,2026-01-01,Not as Expected,approved,original payment,3296.3
903968,715227,2024-08-06,Duplicate Order,approved,original payment,1613.9
903969,700375,2025-09-07,Not as Expected,Rejected,Original Payment,326.31
903970,703188,2024-03-31,damaged,,original payment,5339.16
903971,709638,2024-11-03,size issue,,,1631.41
903972,716630,2025-12-09,Size Issue,Rejected,Store Credit,0.0
903973,703060,2025-04-24,Size Issue,approved,UPI,1051.35
903974,712092,2024-08-03,Quality Issue,requested,,1516.35
903975,702672,2024-11-01,Quality Issue,requested,Original Payment,6432.97
903976,706659,2024-05-02,Changed Mind,approved,UPI,6310.86
903977,712524,2024-02-21,damaged,requested,Bank Transfer,858.85
903978,717393,2024-11-30,,Approved,original payment,1669.1
903979,713170,2025-10-22,Not as Expected,Completed,,1093.59
903980,712742,2024-04-11,Damaged,Completed,,548.89
903981,701974,2025-08-19,Not as Expected,,Original Payment,8163.11
903982,711287,2024-09-19,Changed Mind,Rejected,original payment,494.17
903983,705668,2025-10-13,,Requested,Original Payment,1136.77
903984,704046,2025-04-27,Duplicate Order,Completed,Bank Transfer,472.87
903985,702614,2025-02-22,Size Issue,approved,Bank Transfer,5736.2
903986,715247,2024-08-19,Late Delivery,Completed,Bank Transfer,10404.73
903987,702367,2025-12-21,Size Issue,Approved,UPI,999999.0
903988,715125,2025-11-22,Quality Issue,Requested,Bank Transfer,5499.67
903989,716665,2024-06-23,damaged,Approved,UPI,3411.68
903990,716649,2024-02-25,size issue,Rejected,original payment,4148.62
903991,705312,2025-06-03,Changed Mind,Requested,,8960.46
903992,717138,2025-05-22,size issue,approved,original payment,1043.05
903993,703338,2024-09-23,Changed Mind,Rejected,,1201.18
903994,714097,2024-06-22,Quality Issue,requested,original payment,6580.24
903995,701410,2025-01-04,Quality Issue,,UPI,1364.84
903996,706050,2025-05-28,size issue,approved,original payment,6310.54
903997,707338,2025-03-24,,Requested,Bank Transfer,985.21
903998,717624,2025-08-30,,,Bank Transfer,1050.52
903999,708832,2025-12-07,Damaged,Requested,UPI,10336.63
904000,706262,2025-12-13,size issue,,Store Credit,1307.47
904001,718937,2025-06-20,Wrong Item,Approved,Bank Transfer,12828.74
904002,711532,2024-04-10,Not as Expected,Completed,Bank Transfer,562.35
904003,709082,2024-02-22,Not as Expected,requested,UPI,2928.36
904004,706828,2024-04-07,size issue,Rejected,Store Credit,6817.74
904005,708419,2025-05-19,Not as Expected,approved,Store Credit,3613.93
904006,704433,2024-03-02,Quality Issue,,UPI,16366.02
904007,718127,2025-11-28,damaged,,UPI,3618.56
904008,704368,2025-01-29,Changed Mind,Approved,Bank Transfer,1042.66
904009,708585,2024-10-11,Damaged,,,10001.68
904010,704318,2025-04-10,Size Issue,,UPI,1199.57
904011,700838,2024-08-19,Changed Mind,Completed,original payment,1835.03
904012,714438,2024-02-28,,approved,Original Payment,10420.45
904013,714187,2024-06-19,Duplicate Order,,UPI,2885.63
904014,706376,2025-06-24,,Requested,original payment,909.28
904015,706382,2024-05-06,Size Issue,Approved,,3731.6
904016,713591,2024-01-31,Quality Issue,approved,UPI,3047.13
904017,702833,2024-02-27,Late Delivery,Rejected,Original Payment,8136.31
904018,706587,2024-11-08,Size Issue,Rejected,,8248.26
904019,716809,2024-07-15,Wrong Item,Rejected,Store Credit,2494.36
904020,714913,2024-03-27,,approved,original payment,11667.63
904021,706316,2024-05-01,damaged,approved,Store Credit,2755.01
904022,701495,2024-10-04,Quality Issue,,original payment,9227.71
904023,710430,2025-03-02,Wrong Item,Requested,UPI,1505.0
904024,710286,2025-06-29,Not as Expected,Rejected,Store Credit,4857.61
904025,704317,2024-08-20,Quality Issue,Completed,Original Payment,6200.13
904026,715361,2024-10-03,Quality Issue,Rejected,Original Payment,1005.53
904027,714350,2025-01-07,Duplicate Order,approved,Original Payment,808.93
904028,703150,2024-10-05,Wrong Item,Requested,UPI,4615.03
904029,701353,2025-12-23,Size Issue,Rejected,original payment,783.43
904030,719735,2025-09-06,Size Issue,requested,Bank Transfer,2461.55
904031,707097,2025-10-24,Changed Mind,Rejected,original payment,7617.2
904032,700895,2024-05-15,,approved,UPI,736.25
904033,710072,2024-06-23,size issue,Requested,Bank Transfer,9106.58
904034,718511,2025-08-12,Wrong Item,,UPI,1417.95
904035,706707,2025-08-24,Quality Issue,Rejected,original payment,4373.58
904036,706075,2025-08-24,Quality Issue,Completed,,1937.66
904037,708938,2025-02-01,Changed Mind,requested,,11315.1
904038,713006,2024-12-31,Quality Issue,Requested,UPI,4199.74
904039,705453,2024-05-07,Size Issue,approved,UPI,252.08
904040,706313,2025-08-20,Duplicate Order,Rejected,,6131.91
904041,713174,2025-07-10,Late Delivery,,UPI,830.09
904042,700794,2024-07-15,Late Delivery,Rejected,Original Payment,3504.88
904043,709799,2024-08-05,Changed Mind,Rejected,Store Credit,2143.58
904044,702748,2024-09-25,Changed Mind,requested,Original Payment,14787.84
904045,703466,2025-09-20,Late Delivery,Completed,,1639.77
904046,717419,2024-09-16,Changed Mind,approved,Bank Transfer,1976.1
904047,711666,2024-05-18,damaged,Rejected,,3171.94
904048,705854,2025-11-03,Quality Issue,approved,,2097.38
904049,706943,2025-01-15,Quality Issue,requested,Store Credit,5575.57
904050,710034,2025-07-10,Changed Mind,requested,original payment,4632.25
904051,714917,2026-01-26,Size Issue,Completed,UPI,2432.91
904052,715927,2024-10-08,size issue,Approved,Store Credit,5963.88
904053,716239,2025-02-11,damaged,,Bank Transfer,5691.85
904054,700612,2024-03-06,Quality Issue,Requested,Original Payment,1470.57
904055,703412,2024-04-22,Size Issue,Rejected,,356.66
904056,714876,2024-06-18,Damaged,Completed,Bank Transfer,4760.15
904057,719033,2025-10-27,Wrong Item,Completed,UPI,23496.15
904058,716354,2025-08-20,Not as Expected,Approved,original payment,1967.5
904059,705624,2024-04-21,Damaged,Approved,Original Payment,3179.49
904060,707323,2025-09-09,Duplicate Order,Approved,UPI,1734.84
904061,710227,2024-03-31,Late Delivery,Approved,Original Payment,925.06
904062,714867,2024-02-15,Wrong Item,,Bank Transfer,13788.98
904063,708428,2025-11-08,Damaged,Approved,Store Credit,0.0
904064,716711,2025-07-09,damaged,requested,Store Credit,1930.28
904065,706575,2024-02-03,size issue,,,7667.68
904066,704011,2025-12-18,Late Delivery,Rejected,original payment,2060.71
904067,712808,2024-11-22,Late Delivery,approved,Store Credit,2535.45
904068,700728,2024-08-14,Late Delivery,Completed,Bank Transfer,14599.05
904069,709954,2024-04-21,Changed Mind,approved,Original Payment,1287.1
904070,702197,2025-03-15,Damaged,Rejected,,1348.31
904071,711725,2025-07-27,size issue,Requested,Store Credit,684.3
904072,705263,2025-05-19,size issue,Rejected,Original Payment,1567.75
904073,712116,2024-05-08,Not as Expected,Requested,Store Credit,5097.27
904074,701803,2024-11-11,Wrong Item,Approved,UPI,0.0
904075,719281,2024-06-22,Damaged,Approved,original payment,2333.42
904076,713597,2025-01-02,damaged,,Original Payment,911.54
904077,700194,2024-06-09,,requested,original payment,34317.79
904078,718903,2025-12-15,,approved,UPI,1629.34
904079,703140,2024-04-18,Late Delivery,,UPI,2117.57
904080,706934,2025-02-16,size issue,Completed,,2828.51
904081,709890,2025-07-01,Late Delivery,Completed,,13720.68
904082,700318,2024-11-18,Damaged,Rejected,Store Credit,10066.64
904083,715707,2025-03-18,Not as Expected,Approved,Store Credit,10654.71
904084,715912,2024-04-16,Damaged,Requested,,2640.55
904085,705814,2025-10-20,Late Delivery,requested,Store Credit,1723.61
904086,711354,2025-10-30,Duplicate Order,Rejected,Bank Transfer,386.87
904087,718148,2024-04-05,Duplicate Order,Requested,UPI,851.79
904088,712128,2024-12-12,Size Issue,requested,,1218.43
904089,715078,2024-01-26,Wrong Item,Completed,,5804.42
904090,707529,2025-10-08,,Requested,Bank Transfer,2247.82
904091,706210,2024-08-09,Quality Issue,Approved,,1892.76
904092,712621,2024-10-11,Changed Mind,Completed,,2078.4
904093,702078,2025-02-09,Wrong Item,Rejected,Bank Transfer,12960.96
904094,708031,2025-11-12,Quality Issue,,UPI,1077.67
904095,705880,2024-03-17,Not as Expected,Requested,original payment,5670.51
904096,706584,2025-11-29,Damaged,Rejected,UPI,1354.21
904097,701087,2024-07-15,size issue,,Store Credit,1565.12
904098,707515,2024-05-24,Changed Mind,Requested,,18161.13
904099,704939,2024-05-15,Damaged,approved,Original Payment,2140.21
904100,702746,2024-06-16,Late Delivery,Requested,original payment,918.11
904101,706008,2025-11-26,Wrong Item,Completed,,5541.41
904102,701010,2025-02-20,Not as Expected,Approved,Store Credit,17356.99
904103,712032,2025-04-29,Quality Issue,,original payment,1524.53
904104,702075,2025-09-24,Damaged,Completed,original payment,26463.79
904105,705951,2025-05-23,Size Issue,Approved,original payment,439.98
904106,716285,2025-06-15,Size Issue,approved,Store Credit,1505.77
904107,704286,2024-10-30,size issue,Rejected,,3345.94
904108,707893,2024-12-11,Not as Expected,requested,Bank Transfer,17147.61
904109,700714,2024-05-07,Quality Issue,,Store Credit,2114.89
904110,717403,2024-02-21,size issue,Rejected,,471.74
904111,709688,2024-02-06,Changed Mind,Rejected,,3608.1
904112,715473,2024-06-29,Duplicate Order,,original payment,4337.65
904113,706394,2024-02-09,,requested,,4325.05
904114,719515,2025-01-25,Quality Issue,Approved,Store Credit,12950.32
904115,712055,2025-09-20,Duplicate Order,Rejected,original payment,772.53
904116,714204,2024-10-25,Duplicate Order,approved,UPI,2945.74
904117,707890,2024-12-11,Quality Issue,Completed,original payment,495.7
904118,705315,2026-01-16,Wrong Item,Completed,Store Credit,9579.78
904119,712333,2025-09-16,Late Delivery,,Bank Transfer,2255.22
904120,718652,2024-08-25,size issue,approved,Store Credit,2066.39
904121,705327,2024-09-01,size issue,approved,Store Credit,1607.54
904122,711088,2024-05-16,damaged,approved,,4355.64
904123,714805,2025-03-27,Late Delivery,,,587.3
904124,714235,2025-05-12,Quality Issue,Requested,Store Credit,580.24
904125,719384,2024-08-08,Changed Mind,requested,,7362.13
904126,701722,2024-06-03,Duplicate Order,Completed,UPI,3250.67
904127,719197,2024-10-28,Damaged,Rejected,Original Payment,3296.03
904128,703141,2025-04-13,Not as Expected,Rejected,Store Credit,877.5
904129,706163,2024-07-05,Not as Expected,Completed,Original Payment,775.51
904130,701950,2025-07-03,Duplicate Order,Rejected,Bank Transfer,1277.48
904131,711305,2024-01-24,Size Issue,Rejected,,7696.29
904132,703283,2024-06-20,Late Delivery,Approved,original payment,5732.07
904133,708309,2024-08-25,Duplicate Order,,Store Credit,2022.58
904134,717831,2024-01-28,damaged,Requested,original payment,7812.08
904135,712792,2025-09-29,Damaged,requested,UPI,2787218.17
904136,710838,2024-09-22,Quality Issue,,UPI,1587.36
904137,704371,2024-08-28,Late Delivery,approved,Store Credit,6768.76
904138,713122,2025-05-03,Changed Mind,Completed,Original Payment,796.72
904139,707387,2025-11-12,Duplicate Order,Requested,UPI,12053.09
904140,711755,2024-07-01,Duplicate Order,Approved,Bank Transfer,1857.0
904141,705006,2024-05-17,Wrong Item,approved,Store Credit,7479.79
904142,718830,2025-06-16,Changed Mind,requested,original payment,2746.5
904143,709174,2024-05-29,Late Delivery,requested,original payment,1495.3
904144,706730,2024-07-01,Late Delivery,requested,original payment,9442.75
904145,710712,2024-06-02,Damaged,requested,,1527.91
904146,716114,2024-12-18,Damaged,requested,,302.01
904147,706359,2024-02-19,damaged,Approved,original payment,999999.0
904148,703383,2024-03-11,Duplicate Order,approved,Original Payment,15446.87
904149,717155,2025-11-21,Quality Issue,,,3644.01
904150,700505,2024-01-19,size issue,Completed,Original Payment,4923.99
904151,717855,2025-07-07,Damaged,Approved,UPI,4075.18
904152,712472,2025-11-30,Changed Mind,,Original Payment,0.0
904153,702955,2024-10-09,,approved,,2868.03
904154,716452,2024-09-05,Late Delivery,,Store Credit,53209.49
904155,709601,2024-05-10,Quality Issue,Approved,Bank Transfer,3627.22
904156,711801,2025-08-16,Not as Expected,,,1171.05
904157,717368,2024-05-25,Quality Issue,requested,Bank Transfer,3696.88
904158,711050,2025-04-20,size issue,Approved,Bank Transfer,138217.31
904159,716139,2024-03-31,Duplicate Order,requested,Bank Transfer,6879.81
904160,711747,2024-02-24,Duplicate Order,,Bank Transfer,1267.76
904161,714572,2024-07-01,Duplicate Order,requested,Original Payment,4272.84
904162,703509,2024-04-03,size issue,approved,Bank Transfer,2487.58
904163,704115,2024-04-01,size issue,requested,,1633.12
904164,702891,2024-07-22,Duplicate Order,Requested,UPI,2182.08
904165,711972,2024-05-28,,Completed,Bank Transfer,5448.81
904166,706432,2025-03-18,,Approved,Bank Transfer,6109.94
904167,701798,2024-10-21,,approved,original payment,3276.74
904168,701270,2024-03-02,Changed Mind,Rejected,,421.85
904169,714982,2025-10-27,,Rejected,,4106.2
904170,713481,2024-06-04,Duplicate Order,Requested,original payment,2073.69
904171,713864,2024-02-04,Quality Issue,Requested,UPI,9226.58
904172,712759,2025-04-05,Duplicate Order,,Bank Transfer,2172.11
904173,700008,2024-12-14,Wrong Item,Rejected,Store Credit,3700.73
904174,712105,2025-08-24,Changed Mind,approved,,1486.81
904175,700783,2025-08-31,Duplicate Order,approved,original payment,4905.36
904176,713415,2025-12-18,Quality Issue,Approved,original payment,27887.63
904177,709404,2025-02-10,Quality Issue,,Store Credit,37355.81
904178,707560,2025-03-24,Wrong Item,Approved,Original Payment,3892.45
904179,700564,2025-01-30,,Completed,original payment,2668.95
904180,709772,2025-07-11,Damaged,Completed,UPI,362.13
904181,712284,2024-02-19,Damaged,Completed,Bank Transfer,3424.48
904182,717395,2024-02-11,Duplicate Order,approved,UPI,27279.62
904183,702644,2024-03-02,,requested,Original Payment,3583.88
904184,718199,2025-01-18,Duplicate Order,Rejected,Store Credit,7753.64
904185,704212,2024-12-06,damaged,Requested,,2336.27
904186,712097,2025-02-11,Quality Issue,Approved,original payment,18633.07
904187,705355,2025-08-27,Size Issue,Rejected,Bank Transfer,2526.79
904188,709849,2024-03-28,Wrong Item,requested,,4311.01
904189,717257,2025-12-27,Quality Issue,Rejected,Store Credit,5354.23
904190,711715,2025-01-30,Duplicate Order,Approved,Original Payment,734.05
904191,719648,2025-07-08,Quality Issue,Rejected,UPI,7245.87
904192,709792,2024-12-11,damaged,Completed,Bank Transfer,6357.03
904193,718236,2025-04-04,Wrong Item,,Bank Transfer,970.28
904194,712108,2025-01-05,Quality Issue,,Original Payment,987.96
904195,705162,2024-06-30,Size Issue,Rejected,original payment,5670.6
904196,705532,2025-11-07,,requested,Bank Transfer,4556.74
904197,708060,2024-02-24,Changed Mind,,Original Payment,4444.19
904198,713138,2024-07-24,Changed Mind,requested,original payment,3405.13
904199,712828,2025-02-23,Damaged,Rejected,original payment,1241.8
904200,700233,2025-09-14,Duplicate Order,Completed,original payment,5251.62
904201,703711,2024-04-23,Duplicate Order,Completed,Bank Transfer,1606.66
904202,707942,2025-09-10,Quality Issue,requested,UPI,770.22
904203,718047,2025-03-31,Late Delivery,Requested,Store Credit,14018.2
904204,709515,2025-09-30,Wrong Item,Rejected,Store Credit,8776.64
904205,702680,2024-10-17,size issue,Completed,Bank Transfer,23141.52
904206,716570,2024-05-12,Size Issue,Rejected,,1203.21
904207,702724,2024-05-30,Wrong Item,Requested,UPI,15562.2
904208,719858,2025-01-23,Not as Expected,Approved,Bank Transfer,0.0
904209,718359,2025-10-12,size issue,Rejected,,4546.55
904210,705373,2024-10-11,Size Issue,,original payment,12161.45
904211,715337,2025-04-08,damaged,Approved,Bank Transfer,1245501.81
904212,702777,2024-05-28,Changed Mind,requested,original payment,4030.5
904213,701612,2025-11-07,Quality Issue,Approved,UPI,1087.95
904214,712573,2024-03-27,Late Delivery,requested,Store Credit,473.22
904215,708504,2024-05-12,Changed Mind,Approved,,4840.67
904216,713028,2024-07-11,size issue,requested,Store Credit,3916.43
904217,703741,2024-11-22,Wrong Item,approved,Store Credit,3103.08
904218,712682,2025-04-24,Not as Expected,Rejected,Store Credit,1220.62
904219,713490,2024-03-07,damaged,approved,Store Credit,10398.58
904220,716004,2024-07-22,Wrong Item,requested,UPI,17214.12
904221,716314,2025-04-18,Quality Issue,Rejected,Bank Transfer,6071.72
904222,716169,2024-01-05,size issue,approved,Bank Transfer,9456.72
904223,718166,2025-09-10,size issue,requested,Bank Transfer,1803.16
904224,707684,2025-01-18,,Completed,UPI,1814.59
904225,711588,2024-09-21,Size Issue,Completed,,2285.52
904226,704084,2024-08-12,Late Delivery,Requested,Bank Transfer,1109.72
904227,710564,2024-11-20,Late Delivery,Rejected,,8635.28
904228,701539,2024-04-29,,Rejected,Store Credit,8035.51
904229,714166,2025-01-01,Not as Expected,approved,original payment,4777.32
904230,708772,2024-10-21,size issue,Rejected,Original Payment,41628.05
904231,707240,2024-10-20,Size Issue,Requested,Original Payment,1620.01
904232,718973,2024-06-23,Late Delivery,,Original Payment,25917.68
904233,715554,2025-07-31,Damaged,Completed,original payment,18702.02
904234,707267,2025-01-06,damaged,approved,original payment,2955.93
904235,704324,2024-10-09,,,Store Credit,16442.11
904236,707800,2024-09-15,Changed Mind,,Bank Transfer,2503.1
904237,713709,2025-10-10,Duplicate Order,Requested,original payment,1088.33
904238,715338,2024-10-04,Size Issue,Requested,Bank Transfer,12294.41
904239,710993,2025-01-28,,approved,UPI,2399.33
904240,706512,2025-02-19,Not as Expected,approved,Bank Transfer,532.05
904241,711027,2024-08-25,Damaged,Requested,UPI,0.0
904242,702466,2024-04-15,Quality Issue,Requested,Store Credit,2963.7
904243,709553,2025-04-28,,Approved,Store Credit,10283.19
904244,704225,2024-06-13,size issue,,Bank Transfer,1939.83
904245,714233,2024-07-06,Size Issue,,UPI,3844.25
904246,709087,2024-07-13,Damaged,Requested,Original Payment,20253.73
904247,714773,2024-12-20,Duplicate Order,Rejected,Original Payment,1800.44
904248,708929,2025-03-02,Changed Mind,Approved,UPI,857.18
904249,702337,2024-12-05,damaged,Requested,Store Credit,4279.82
904250,715460,2025-10-01,Damaged,approved,UPI,2162.15
904251,717789,2025-11-16,Changed Mind,Rejected,UPI,5153.41
904252,708269,2024-02-25,Quality Issue,Requested,Store Credit,2520.17
904253,707739,2025-08-20,size issue,Requested,Original Payment,8700.2
904254,706400,2025-09-04,Changed Mind,approved,,541.15
904255,718291,2025-12-25,Damaged,Completed,Bank Transfer,2634.6
904256,712492,2025-01-17,Quality Issue,approved,Store Credit,1667.06
904257,713824,2025-10-19,Size Issue,,UPI,9918.26
904258,703908,2024-07-14,Damaged,,Bank Transfer,1782.02
904259,712235,2024-09-11,,requested,Original Payment,1152.71
